generation,best_fitness,mean_fitness,train_accuracy,val_accuracy,elapsed_s
531,0.903767,0.870447,0.951188,0.982005,2.423
532,0.903767,0.859863,0.951188,0.982005,2.429
533,0.903767,0.867441,0.951188,0.982005,2.436
534,0.903767,0.865774,0.951188,0.982005,2.443
535,0.904028,0.86748,0.963391,0.982005,2.449
536,0.904028,0.863729,0.963391,0.982005,2.455
537,0.904028,0.87517,0.963391,0.982005,2.461
538,0.904028,0.869567,0.963391,0.982005,2.467
539,0.904028,0.862107,0.963391,0.982005,2.474
540,0.904028,0.866205,0.963391,0.982005,2.481
541,0.904028,0.866451,0.963391,0.982005,2.488
542,0.904028,0.862062,0.963391,0.982005,2.494
543,0.904028,0.87036,0.963391,0.982005,2.5
544,0.904028,0.867816,0.963391,0.982005,2.506
545,0.904028,0.864763,0.963391,0.982005,2.512
546,0.904066,0.873276,0.953115,0.969152,2.517
547,0.904066,0.863959,0.953115,0.969152,2.521
548,0.904066,0.868912,0.953115,0.969152,2.525
549,0.904066,0.866607,0.953115,0.969152,2.529
550,0.904066,0.86334,0.953115,0.969152,2.532
551,0.904066,0.861792,0.953115,0.969152,2.536
552,0.904066,0.873476,0.953115,0.969152,2.54
553,0.904066,0.862822,0.953115,0.969152,2.544
554,0.904066,0.865171,0.953115,0.969152,2.548
555,0.904066,0.868044,0.953115,0.969152,2.552
556,0.904066,0.862894,0.953115,0.969152,2.556
557,0.904565,0.866473,0.948619,0.974293,2.559
558,0.904565,0.866762,0.948619,0.974293,2.563
559,0.904565,0.857527,0.948619,0.974293,2.566
560,0.904565,0.868526,0.948619,0.974293,2.57
561,0.904565,0.862946,0.948619,0.974293,2.574
562,0.904565,0.865499,0.948619,0.974293,2.578
563,0.904565,0.869975,0.948619,0.974293,2.582
564,0.904565,0.86554,0.948619,0.974293,2.586
565,0.904565,0.871109,0.948619,0.974293,2.591
566,0.904565,0.86925,0.948619,0.974293,2.596
567,0.904565,0.864714,0.948619,0.974293,2.599
568,0.904565,0.864977,0.948619,0.974293,2.603
569,0.904565,0.863933,0.948619,0.974293,2.607
570,0.904565,0.868078,0.948619,0.974293,2.611
571,0.904565,0.873926,0.948619,0.974293,2.614
572,0.904565,0.865979,0.948619,0.974293,2.618
573,0.904631,0.876671,0.956969,0.982005,2.621
574,0.904631,0.86721,0.956969,0.982005,2.64
575,0.904977,0.873734,0.958895,0.971722,2.677
576,0.904977,0.862661,0.958895,0.971722,2.709
577,0.904977,0.863006,0.958895,0.971722,2.773
578,0.904977,0.862606,0.958895,0.971722,2.777
579,0.904977,0.866909,0.958895,0.971722,2.781
580,0.904977,0.872497,0.958895,0.971722,2.785
581,0.904977,0.864557,0.958895,0.971722,2.788
582,0.904977,0.869496,0.958895,0.971722,2.792
583,0.904977,0.875846,0.958895,0.971722,2.796
584,0.904977,0.87788,0.958895,0.971722,2.8
585,0.904977,0.863314,0.958895,0.971722,2.805
586,0.904977,0.855547,0.958895,0.971722,2.809
587,0.904977,0.865065,0.958895,0.971722,2.813
588,0.904977,0.867764,0.958895,0.971722,2.818
589,0.904977,0.869108,0.958895,0.971722,2.822
590,0.904977,0.869715,0.958895,0.971722,2.826
591,0.904977,0.864559,0.958895,0.971722,2.831
592,0.904977,0.864053,0.958895,0.971722,2.835
593,0.904977,0.864263,0.958895,0.971722,2.838
594,0.904977,0.873882,0.958895,0.971722,2.843
595,0.904977,0.86321,0.958895,0.971722,2.847
596,0.904977,0.868682,0.958895,0.971722,2.854
597,0.904977,0.862082,0.958895,0.971722,2.859
598,0.904977,0.860398,0.958895,0.971722,2.863
599,0.904977,0.874863,0.958895,0.971722,2.868
600,0.905334,0.871805,0.944123,0.966581,2.873
601,0.905334,0.866417,0.944123,0.966581,2.877
602,0.905334,0.873749,0.944123,0.966581,2.881
603,0.905334,0.865976,0.944123,0.966581,2.885
604,0.905334,0.862077,0.944123,0.966581,2.891
605,0.905334,0.869989,0.944123,0.966581,2.897
606,0.905334,0.864592,0.944123,0.966581,2.9
607,0.905334,0.871139,0.944123,0.966581,2.904
608,0.905608,0.868826,0.947335,0.96401,2.909
609,0.905608,0.870667,0.947335,0.96401,2.915
610,0.905608,0.870387,0.947335,0.96401,2.92
611,0.905608,0.867871,0.947335,0.96401,2.925
612,0.905608,0.864212,0.947335,0.96401,2.929
613,0.905608,0.867888,0.947335,0.96401,2.933
614,0.905608,0.86135,0.947335,0.96401,2.937
615,0.905608,0.866352,0.947335,0.96401,2.941
616,0.90577,0.8691,0.949261,0.974293,2.945
617,0.90577,0.867563,0.949261,0.974293,2.948
618,0.90577,0.865339,0.949261,0.974293,2.952
619,0.90577,0.865912,0.949261,0.974293,2.956
620,0.90577,0.874159,0.949261,0.974293,2.96
621,0.90577,0.867144,0.949261,0.974293,2.964
622,0.905872,0.870178,0.966602,0.979434,2.968
623,0.906307,0.865707,0.952473,0.948586,2.972
624,0.906307,0.865188,0.952473,0.948586,2.976
625,0.906307,0.875863,0.952473,0.948586,2.98
626,0.906307,0.865674,0.952473,0.948586,2.986
627,0.907293,0.866699,0.964676,0.96401,2.99
628,0.907539,0.866239,0.963391,0.979434,2.994
629,0.907539,0.870849,0.963391,0.979434,2.999
630,0.907539,0.861501,0.963391,0.979434,3.003
631,0.907539,0.866223,0.963391,0.979434,3.007
632,0.907539,0.867647,0.963391,0.979434,3.011
633,0.907539,0.866833,0.963391,0.979434,3.015
634,0.907539,0.872373,0.963391,0.979434,3.018
635,0.907539,0.871596,0.963391,0.979434,3.023
636,0.907539,0.863173,0.963391,0.979434,3.027
637,0.907983,0.864101,0.965318,0.956298,3.03
638,0.907983,0.873226,0.965318,0.956298,3.034
639,0.907983,0.873377,0.965318,0.956298,3.038
640,0.907983,0.870338,0.965318,0.956298,3.041
641,0.907983,0.872496,0.965318,0.956298,3.045
642,0.907983,0.872798,0.965318,0.956298,3.049
643,0.907983,0.869383,0.965318,0.956298,3.054
644,0.908845,0.874528,0.966602,0.969152,3.059
645,0.908845,0.864001,0.966602,0.969152,3.063
646,0.908845,0.870567,0.966602,0.969152,3.067
647,0.908845,0.868969,0.966602,0.969152,3.071
648,0.908845,0.864107,0.966602,0.969152,3.074
649,0.908845,0.870461,0.966602,0.969152,3.078
650,0.908845,0.871655,0.966602,0.969152,3.082
651,0.908845,0.869443,0.966602,0.969152,3.085
652,0.908845,0.868343,0.966602,0.969152,3.089
653,0.908845,0.868391,0.966602,0.969152,3.094
654,0.908845,0.875084,0.966602,0.969152,3.098
655,0.908845,0.866346,0.966602,0.969152,3.103
656,0.909089,0.877765,0.953115,0.974293,3.107
657,0.909089,0.874076,0.953115,0.974293,3.112
658,0.909089,0.869319,0.953115,0.974293,3.116
659,0.909089,0.876128,0.953115,0.974293,3.119
660,0.909089,0.875059,0.953115,0.974293,3.123
661,0.909089,0.869702,0.953115,0.974293,3.128
662,0.909089,0.863124,0.953115,0.974293,3.132
663,0.909089,0.869432,0.953115,0.974293,3.135
664,0.909109,0.877809,0.948619,0.956298,3.139
665,0.909109,0.872024,0.948619,0.956298,3.143
666,0.909109,0.873959,0.948619,0.956298,3.147
667,0.909109,0.866878,0.948619,0.956298,3.151
668,0.909738,0.872921,0.962749,0.982005,3.155
669,0.909738,0.868805,0.962749,0.982005,3.162
670,0.909738,0.882102,0.962749,0.982005,3.168
671,0.909738,0.868109,0.962749,0.982005,3.174
672,0.909738,0.870802,0.962749,0.982005,3.181
673,0.910311,0.874497,0.959538,0.982005,3.188
674,0.910311,0.874268,0.959538,0.982005,3.194
675,0.910311,0.874344,0.959538,0.982005,3.2
676,0.910311,0.879948,0.959538,0.982005,3.207
677,0.910311,0.875463,0.959538,0.982005,3.212
678,0.910311,0.871321,0.959538,0.982005,3.218
679,0.910311,0.870502,0.959538,0.982005,3.224
680,0.910311,0.866679,0.959538,0.982005,3.23
681,0.910311,0.875083,0.959538,0.982005,3.237
682,0.910311,0.871401,0.959538,0.982005,3.245
683,0.910311,0.872337,0.959538,0.982005,3.252
684,0.910311,0.873528,0.959538,0.982005,3.258
685,0.910311,0.862519,0.959538,0.982005,3.265
686,0.910311,0.87197,0.959538,0.982005,3.272
687,0.910311,0.869147,0.959538,0.982005,3.278
688,0.910311,0.870069,0.959538,0.982005,3.285
689,0.910311,0.880285,0.959538,0.982005,3.293
690,0.910972,0.870955,0.964033,0.956298,3.301
691,0.910972,0.878529,0.964033,0.956298,3.305
692,0.910972,0.871788,0.964033,0.956298,3.309
693,0.910972,0.875124,0.964033,0.956298,3.314
694,0.910972,0.872601,0.964033,0.956298,3.318
695,0.910972,0.874729,0.964033,0.956298,3.322
696,0.911491,0.865498,0.965318,0.979434,3.327
697,0.911491,0.871193,0.965318,0.979434,3.331
698,0.911491,0.867628,0.965318,0.979434,3.335
699,0.911491,0.86501,0.965318,0.979434,3.339
700,0.911491,0.87038,0.965318,0.979434,3.343
701,0.911491,0.874273,0.965318,0.979434,3.348
702,0.911733,0.875312,0.964033,0.982005,3.352
703,0.911733,0.867827,0.964033,0.982005,3.359
704,0.911733,0.879252,0.964033,0.982005,3.366
705,0.911733,0.871712,0.964033,0.982005,3.373
706,0.911733,0.871029,0.964033,0.982005,3.379
707,0.911733,0.875349,0.964033,0.982005,3.385
708,0.911733,0.86571,0.964033,0.982005,3.391
709,0.911733,0.870818,0.964033,0.982005,3.397
710,0.911733,0.873767,0.964033,0.982005,3.403
711,0.911733,0.874176,0.964033,0.982005,3.409
712,0.911733,0.874173,0.964033,0.982005,3.416
713,0.911733,0.873637,0.964033,0.982005,3.422
714,0.911733,0.869135,0.964033,0.982005,3.428
715,0.911733,0.861481,0.964033,0.982005,3.434
716,0.911733,0.870329,0.964033,0.982005,3.441
717,0.911733,0.876369,0.964033,0.982005,3.447
718,0.911733,0.871459,0.964033,0.982005,3.454
719,0.911733,0.872843,0.964033,0.982005,3.46
720,0.911733,0.871164,0.964033,0.982005,3.467
721,0.911733,0.875784,0.964033,0.982005,3.475
722,0.911733,0.87054,0.964033,0.982005,3.482
723,0.911733,0.876326,0.964033,0.982005,3.488
724,0.911733,0.866736,0.964033,0.982005,3.494
725,0.911742,0.879425,0.961464,0.976864,3.501
726,0.911742,0.86924,0.961464,0.976864,3.505
727,0.911742,0.873871,0.961464,0.976864,3.509
728,0.912738,0.877938,0.96018,0.96401,3.513
729,0.912738,0.876617,0.96018,0.96401,3.518
730,0.912738,0.875924,0.96018,0.96401,3.522
731,0.912738,0.870411,0.96018,0.96401,3.527
732,0.912738,0.865612,0.96018,0.96401,3.531
733,0.912738,0.86707,0.96018,0.96401,3.535
734,0.913029,0.872854,0.96018,0.958869,3.539
735,0.91423,0.874435,0.967245,0.956298,3.543
736,0.91423,0.874483,0.967245,0.956298,3.548
737,0.91423,0.878471,0.967245,0.956298,3.552
738,0.91423,0.882302,0.967245,0.956298,3.556
739,0.91423,0.869158,0.967245,0.956298,3.56
740,0.91423,0.866211,0.967245,0.956298,3.565
741,0.91423,0.869348,0.967245,0.956298,3.569
742,0.91423,0.873254,0.967245,0.956298,3.573
743,0.91423,0.88454,0.967245,0.956298,3.578
744,0.914548,0.877906,0.964033,0.979434,3.582
745,0.914917,0.870554,0.97431,0.982005,3.586
746,0.914917,0.878538,0.97431,0.982005,3.592
747,0.914917,0.876232,0.97431,0.982005,3.599
748,0.914917,0.879305,0.97431,0.982005,3.605
749,0.915446,0.868844,0.960822,0.979434,3.611
750,0.915446,0.87196,0.960822,0.979434,3.615
751,0.915446,0.868249,0.960822,0.979434,3.619
752,0.915446,0.867935,0.960822,0.979434,3.623
753,0.915446,0.873662,0.960822,0.979434,3.627
754,0.915827,0.880396,0.972383,0.96401,3.632
755,0.915827,0.874347,0.972383,0.96401,3.636
756,0.917418,0.872627,0.964676,0.984576,3.641
757,0.917418,0.86807,0.964676,0.984576,3.647
758,0.917418,0.871522,0.964676,0.984576,3.654
759,0.917418,0.876874,0.964676,0.984576,3.661
760,0.917418,0.880659,0.964676,0.984576,3.668
761,0.917418,0.874135,0.964676,0.984576,3.675
762,0.917418,0.869908,0.964676,0.984576,3.682
763,0.917418,0.871955,0.964676,0.984576,3.688
764,0.917418,0.876427,0.964676,0.984576,3.695
765,0.917418,0.86967,0.964676,0.984576,3.702
766,0.917418,0.87377,0.964676,0.984576,3.709
767,0.917418,0.868004,0.964676,0.984576,3.718
768,0.917418,0.873247,0.964676,0.984576,3.726
769,0.917418,0.875984,0.964676,0.984576,3.734
770,0.917418,0.873802,0.964676,0.984576,3.741
771,0.917432,0.875265,0.973667,0.976864,3.749
772,0.917432,0.873805,0.973667,0.976864,3.754
773,0.917432,0.880235,0.973667,0.976864,3.759
774,0.917432,0.866687,0.973667,0.976864,3.763
775,0.917432,0.872427,0.973667,0.976864,3.767
776,0.917432,0.870744,0.973667,0.976864,3.771
777,0.917432,0.868159,0.973667,0.976864,3.776
778,0.918371,0.881921,0.970456,0.979434,3.78
779,0.918371,0.883936,0.970456,0.979434,3.784
780,0.918371,0.873706,0.970456,0.979434,3.788
781,0.918371,0.87536,0.970456,0.979434,3.793
782,0.918371,0.877134,0.970456,0.979434,3.797
783,0.918371,0.879646,0.970456,0.979434,3.801
784,0.918371,0.881131,0.970456,0.979434,3.805
785,0.918371,0.875732,0.970456,0.979434,3.809
786,0.918371,0.877813,0.970456,0.979434,3.813
787,0.918371,0.874413,0.970456,0.979434,3.817
788,0.918371,0.870023,0.970456,0.979434,3.822
789,0.919041,0.873988,0.973025,0.966581,3.827
790,0.919041,0.876451,0.973025,0.966581,3.831
791,0.919041,0.874796,0.973025,0.966581,3.836
792,0.919041,0.876716,0.973025,0.966581,3.841
793,0.919924,0.869858,0.968529,0.982005,3.846
794,0.919924,0.877279,0.968529,0.982005,3.85
795,0.919924,0.870797,0.968529,0.982005,3.855
796,0.920103,0.881461,0.970456,0.984576,3.859
797,0.920103,0.884351,0.970456,0.984576,3.865
798,0.920103,0.875925,0.970456,0.984576,3.872
799,0.920103,0.873981,0.970456,0.984576,3.88
800,0.920103,0.876351,0.970456,0.984576,3.887
801,0.920103,0.876376,0.970456,0.984576,3.893
