seed,return,length,action_one_rate,action_switch_rate
1000,500.0,500,0.5,0.593186372745491
1001,500.0,500,0.5,0.625250501002004
1002,500.0,500,0.5,0.685370741482966
1003,500.0,500,0.5,0.6152304609218436
1004,500.0,500,0.5,0.6192384769539078
1005,500.0,500,0.5,0.5811623246492986
1006,500.0,500,0.5,0.6372745490981964
