generation,best_fitness,mean_fitness,train_accuracy,val_accuracy,elapsed_s
53,0.839038,0.836777,0.845857,0.784062,0.581
54,0.839091,0.83696,0.847142,0.784062,0.583
55,0.839482,0.837565,0.848426,0.786632,0.586
56,0.840012,0.837946,0.847142,0.786632,0.588
57,0.840151,0.838763,0.845857,0.784062,0.591
58,0.840726,0.838896,0.847142,0.786632,0.593
59,0.84102,0.839245,0.847784,0.784062,0.595
60,0.84111,0.838995,0.847784,0.786632,0.598
61,0.841549,0.839855,0.847142,0.786632,0.6
62,0.841749,0.840264,0.847142,0.784062,0.603
63,0.842154,0.840549,0.847142,0.791774,0.605
64,0.842244,0.841117,0.847784,0.784062,0.61
65,0.842551,0.841195,0.847142,0.784062,0.612
66,0.842847,0.841262,0.847142,0.784062,0.615
67,0.843429,0.841667,0.847142,0.786632,0.617
68,0.843495,0.84231,0.847784,0.786632,0.62
69,0.843567,0.842626,0.849069,0.784062,0.624
70,0.844065,0.842564,0.847142,0.784062,0.626
71,0.844303,0.842609,0.848426,0.786632,0.629
72,0.844477,0.843264,0.849069,0.784062,0.631
73,0.844799,0.843375,0.849069,0.784062,0.634
74,0.844825,0.843536,0.848426,0.786632,0.636
75,0.845092,0.84378,0.849069,0.791774,0.639
76,0.845256,0.844141,0.849069,0.784062,0.644
77,0.845314,0.844321,0.850353,0.786632,0.647
78,0.845314,0.844226,0.850353,0.786632,0.649
79,0.845437,0.844616,0.849711,0.789203,0.652
80,0.845573,0.844369,0.849069,0.786632,0.655
81,0.845672,0.844482,0.848426,0.786632,0.657
82,0.845824,0.844862,0.849711,0.789203,0.661
83,0.845908,0.844615,0.849069,0.786632,0.663
84,0.845908,0.844875,0.849069,0.786632,0.666
85,0.84605,0.845067,0.850353,0.789203,0.668
86,0.846227,0.845376,0.848426,0.786632,0.67
87,0.846347,0.844913,0.848426,0.784062,0.673
88,0.846541,0.845454,0.849711,0.786632,0.675
89,0.846857,0.84562,0.848426,0.786632,0.679
90,0.846857,0.84562,0.848426,0.786632,0.681
91,0.84709,0.846032,0.850996,0.784062,0.683
92,0.847276,0.84631,0.850353,0.786632,0.686
93,0.847385,0.84639,0.851638,0.789203,0.69
94,0.847494,0.846437,0.849711,0.789203,0.692
95,0.847842,0.846401,0.850353,0.789203,0.695
96,0.847842,0.84683,0.850353,0.789203,0.698
97,0.848045,0.84672,0.849711,0.786632,0.702
98,0.848272,0.846883,0.850353,0.781491,0.705
99,0.848327,0.846883,0.850353,0.784062,0.708
100,0.848327,0.847218,0.850353,0.784062,0.711
101,0.848399,0.847076,0.851638,0.784062,0.714
102,0.84871,0.847129,0.850996,0.789203,0.717
103,0.84871,0.847109,0.850996,0.789203,0.72
104,0.84887,0.847544,0.851638,0.789203,0.724
105,0.84887,0.847012,0.851638,0.789203,0.727
106,0.849084,0.847705,0.850996,0.786632,0.73
107,0.849171,0.84798,0.852922,0.791774,0.733
108,0.849186,0.847862,0.853565,0.791774,0.739
109,0.849456,0.848384,0.85228,0.789203,0.746
110,0.849601,0.848167,0.851638,0.784062,0.749
111,0.849756,0.848342,0.851638,0.791774,0.751
112,0.849869,0.848637,0.851638,0.784062,0.756
113,0.850037,0.848893,0.853565,0.784062,0.759
114,0.850037,0.848782,0.853565,0.784062,0.762
115,0.850248,0.849086,0.850996,0.789203,0.766
116,0.85029,0.849293,0.85228,0.791774,0.769
117,0.850451,0.849053,0.85228,0.791774,0.774
118,0.850491,0.849235,0.856776,0.791774,0.778
119,0.850625,0.849595,0.85228,0.789203,0.783
120,0.850767,0.849602,0.853565,0.791774,0.786
121,0.850966,0.849794,0.854849,0.789203,0.791
122,0.851046,0.849699,0.853565,0.789203,0.793
123,0.851311,0.850013,0.852922,0.791774,0.796
124,0.851311,0.849874,0.852922,0.791774,0.801
125,0.851708,0.85014,0.856134,0.791774,0.806
126,0.851708,0.850663,0.856134,0.791774,0.81
127,0.851772,0.850635,0.856134,0.791774,0.816
128,0.851857,0.850572,0.855491,0.789203,0.823
129,0.85189,0.850851,0.854849,0.789203,0.825
130,0.852145,0.850862,0.854207,0.789203,0.827
131,0.852278,0.850701,0.853565,0.791774,0.83
132,0.85239,0.850781,0.852922,0.794344,0.835
133,0.85262,0.850761,0.854207,0.789203,0.84
134,0.852773,0.851329,0.854207,0.794344,0.843
135,0.852773,0.851671,0.854207,0.794344,0.848
136,0.85298,0.851696,0.856134,0.789203,0.853
137,0.853081,0.851665,0.855491,0.789203,0.855
138,0.853081,0.851785,0.855491,0.789203,0.858
139,0.853269,0.85153,0.856776,0.796915,0.86
140,0.853269,0.85189,0.856776,0.796915,0.865
141,0.853493,0.851754,0.855491,0.796915,0.87
142,0.853591,0.851798,0.85806,0.796915,0.877
143,0.85381,0.852112,0.856776,0.794344,0.883
144,0.853966,0.852305,0.857418,0.796915,0.885
145,0.854027,0.852274,0.857418,0.796915,0.891
146,0.854027,0.852732,0.857418,0.796915,0.897
147,0.854162,0.8523,0.857418,0.796915,0.903
148,0.854223,0.852881,0.85806,0.796915,0.909
149,0.854392,0.853232,0.85806,0.796915,0.914
150,0.854392,0.852603,0.85806,0.796915,0.92
151,0.854433,0.852799,0.858703,0.791774,0.924
152,0.854495,0.853005,0.855491,0.786632,0.927
153,0.85486,0.852862,0.85806,0.799486,0.929
154,0.8549,0.853422,0.859345,0.796915,0.934
155,0.854909,0.852815,0.859345,0.796915,0.937
156,0.855191,0.853747,0.855491,0.791774,0.939
157,0.855191,0.853244,0.855491,0.791774,0.942
158,0.855423,0.853345,0.856776,0.799486,0.945
159,0.855529,0.853942,0.859987,0.796915,0.95
160,0.855568,0.854212,0.859987,0.796915,0.953
161,0.855669,0.853707,0.859345,0.799486,0.956
162,0.855669,0.854469,0.859345,0.799486,0.961
163,0.855844,0.8541,0.858703,0.796915,0.966
164,0.855844,0.853921,0.858703,0.796915,0.97
165,0.855844,0.854059,0.858703,0.796915,0.973
166,0.855844,0.853816,0.858703,0.796915,0.976
167,0.855939,0.854601,0.856776,0.796915,0.98
168,0.856114,0.853768,0.856134,0.799486,0.983
169,0.856332,0.854318,0.860629,0.802057,0.989
170,0.856439,0.854574,0.860629,0.799486,0.995
171,0.856439,0.854793,0.860629,0.799486,0.998
172,0.856439,0.854963,0.860629,0.799486,1.002
173,0.856732,0.855219,0.861272,0.799486,1.005
174,0.856732,0.854789,0.861272,0.799486,1.009
175,0.856826,0.854972,0.861272,0.799486,1.012
176,0.856976,0.855208,0.861914,0.804627,1.016
177,0.857327,0.854838,0.863198,0.802057,1.022
178,0.85739,0.855079,0.863198,0.799486,1.026
179,0.857579,0.855593,0.862556,0.799486,1.029
180,0.857692,0.855698,0.861272,0.804627,1.032
181,0.857858,0.855632,0.861914,0.804627,1.037
182,0.857858,0.855474,0.861914,0.804627,1.044
183,0.857963,0.855617,0.859987,0.802057,1.05
184,0.858209,0.856264,0.864483,0.804627,1.054
185,0.858209,0.856345,0.864483,0.804627,1.059
186,0.858247,0.856152,0.861914,0.804627,1.066
187,0.858247,0.856367,0.861914,0.804627,1.072
188,0.858271,0.856654,0.863198,0.809769,1.077
189,0.858377,0.856439,0.863198,0.804627,1.083
190,0.858532,0.856115,0.865125,0.799486,1.086
191,0.858556,0.856008,0.865125,0.807198,1.088
192,0.858854,0.856519,0.864483,0.804627,1.092
193,0.858854,0.856546,0.864483,0.804627,1.095
194,0.85891,0.85648,0.860629,0.799486,1.098
195,0.85904,0.857164,0.862556,0.809769,1.102
196,0.859102,0.856679,0.860629,0.804627,1.107
197,0.859288,0.85662,0.861914,0.804627,1.11
198,0.859341,0.856764,0.865125,0.804627,1.117
199,0.859366,0.857204,0.861272,0.794344,1.12
200,0.859994,0.857284,0.86641,0.812339,1.123
201,0.859994,0.856928,0.86641,0.812339,1.129
202,0.859994,0.857353,0.86641,0.812339,1.134
203,0.859994,0.857196,0.86641,0.812339,1.139
204,0.860059,0.857588,0.862556,0.804627,1.145
205,0.860089,0.857679,0.863841,0.804627,1.148
206,0.860089,0.857786,0.863841,0.804627,1.152
207,0.860325,0.857653,0.863198,0.807198,1.155
208,0.860437,0.857121,0.865768,0.812339,1.158
209,0.860527,0.857654,0.865125,0.809769,1.164
210,0.860527,0.857869,0.865125,0.809769,1.167
211,0.860597,0.857587,0.865768,0.812339,1.171
212,0.860694,0.858367,0.865125,0.809769,1.177
213,0.860831,0.858659,0.86641,0.81491,1.18
214,0.860831,0.857915,0.86641,0.81491,1.185
215,0.860831,0.857122,0.86641,0.81491,1.19
216,0.860934,0.858029,0.86641,0.817481,1.196
217,0.86099,0.85935,0.86641,0.804627,1.201
218,0.861,0.858078,0.86641,0.817481,1.204
219,0.861003,0.857644,0.865125,0.807198,1.209
220,0.861282,0.858205,0.865768,0.81491,1.22
221,0.861296,0.858217,0.865768,0.809769,1.226
222,0.861456,0.859034,0.867052,0.81491,1.231
223,0.861659,0.858215,0.867052,0.81491,1.235
224,0.861724,0.859486,0.86641,0.812339,1.239
225,0.861724,0.858244,0.86641,0.812339,1.243
226,0.862046,0.859191,0.867052,0.812339,1.246
227,0.862046,0.859113,0.867052,0.812339,1.249
228,0.862342,0.859913,0.865768,0.817481,1.253
229,0.862342,0.859488,0.865768,0.817481,1.259
230,0.862655,0.858842,0.86641,0.817481,1.265
231,0.862882,0.858737,0.86641,0.817481,1.27
232,0.862944,0.85874,0.86641,0.817481,1.276
233,0.862944,0.860192,0.86641,0.817481,1.282
234,0.862982,0.860082,0.867694,0.812339,1.288
235,0.863057,0.86008,0.86641,0.817481,1.291
236,0.863146,0.859295,0.867052,0.817481,1.296
237,0.863298,0.859829,0.867052,0.820051,1.302
238,0.863298,0.860988,0.867052,0.820051,1.308
239,0.863481,0.859009,0.868337,0.817481,1.315
240,0.863665,0.860659,0.867052,0.817481,1.319
241,0.864035,0.861343,0.867694,0.817481,1.322
242,0.864035,0.859258,0.867694,0.817481,1.326
243,0.864271,0.859826,0.865768,0.817481,1.33
244,0.86468,0.860261,0.869621,0.820051,1.335
245,0.86468,0.861518,0.869621,0.820051,1.341
246,0.864831,0.860549,0.868337,0.820051,1.348
247,0.865002,0.860731,0.868979,0.822622,1.355
248,0.865185,0.861122,0.872832,0.817481,1.362
249,0.865382,0.861934,0.870263,0.822622,1.366
250,0.865382,0.861257,0.870263,0.822622,1.371
251,0.865728,0.861643,0.868979,0.822622,1.377
252,0.865862,0.862365,0.868979,0.822622,1.384
253,0.865862,0.859991,0.868979,0.822622,1.39
254,0.866048,0.861146,0.870906,0.822622,1.396
255,0.866121,0.861573,0.869621,0.822622,1.402
256,0.86615,0.861796,0.869621,0.830334,1.408
257,0.866557,0.862013,0.87219,0.827763,1.414
258,0.867302,0.862669,0.869621,0.827763,1.418
259,0.867567,0.862511,0.876686,0.832905,1.421
260,0.868106,0.86268,0.873475,0.827763,1.427
261,0.868106,0.861403,0.873475,0.827763,1.431
262,0.868173,0.863248,0.875401,0.822622,1.434
263,0.868581,0.861036,0.871548,0.830334,1.438
264,0.869188,0.863014,0.881182,0.830334,1.442
265,0.869188,0.861951,0.881182,0.830334,1.446
266,0.869188,0.861613,0.881182,0.830334,1.449
267,0.869188,0.860438,0.881182,0.830334,1.453
268,0.869751,0.86312,0.881182,0.843188,1.456
269,0.869751,0.862267,0.881182,0.843188,1.463
270,0.869751,0.86231,0.881182,0.843188,1.469
271,0.86993,0.863259,0.876686,0.832905,1.474
272,0.87043,0.861573,0.883109,0.843188,1.479
273,0.870517,0.863341,0.882466,0.840617,1.485
274,0.871139,0.861545,0.883109,0.840617,1.489
275,0.871139,0.864004,0.883109,0.840617,1.492
276,0.871139,0.861477,0.883109,0.840617,1.496
277,0.871265,0.861253,0.884393,0.840617,1.5
278,0.871335,0.862054,0.884393,0.835476,1.503
279,0.871539,0.863046,0.890816,0.830334,1.506
280,0.871539,0.861229,0.890816,0.830334,1.509
281,0.871539,0.861295,0.890816,0.830334,1.513
282,0.871891,0.861027,0.888889,0.843188,1.516
283,0.871891,0.860216,0.888889,0.843188,1.523
284,0.871891,0.862109,0.888889,0.843188,1.529
285,0.873013,0.861425,0.891458,0.886889,1.535
286,0.873013,0.861637,0.891458,0.886889,1.541
287,0.873013,0.860363,0.891458,0.886889,1.547
288,0.873013,0.858365,0.891458,0.886889,1.555
289,0.873504,0.855891,0.894027,0.863753,1.562
290,0.873504,0.859423,0.894027,0.863753,1.565
291,0.873504,0.860766,0.894027,0.863753,1.568
292,0.873652,0.860025,0.895312,0.868895,1.572
293,0.873652,0.858226,0.895312,0.868895,1.575
294,0.874419,0.862052,0.894669,0.902314,1.579
295,0.874419,0.855828,0.894669,0.902314,1.585
296,0.874419,0.859439,0.894669,0.902314,1.591
297,0.874419,0.865111,0.894669,0.902314,1.597
298,0.875016,0.862812,0.898523,0.886889,1.604
299,0.875016,0.859549,0.898523,0.886889,1.607
300,0.875016,0.861828,0.898523,0.886889,1.611
301,0.875414,0.859374,0.905588,0.874036,1.614
302,0.875414,0.85588,0.905588,0.874036,1.618
303,0.875414,0.861308,0.905588,0.874036,1.621
304,0.875815,0.858243,0.894027,0.884319,1.625
305,0.875815,0.86171,0.894027,0.884319,1.63
306,0.876109,0.862432,0.901734,0.899743,1.634
307,0.876109,0.858954,0.901734,0.899743,1.638
308,0.87612,0.863539,0.902376,0.892031,1.642
309,0.87612,0.860015,0.902376,0.892031,1.645
310,0.87612,0.858579,0.902376,0.892031,1.649
311,0.87628,0.860266,0.896596,0.88946,1.651
312,0.87628,0.855424,0.896596,0.88946,1.656
313,0.876295,0.861053,0.893385,0.912596,1.659
314,0.876295,0.855936,0.893385,0.912596,1.666
315,0.877386,0.855455,0.904303,0.897172,1.673
316,0.877386,0.855226,0.904303,0.897172,1.676
317,0.877386,0.860304,0.904303,0.897172,1.681
318,0.877798,0.857333,0.90045,0.884319,1.684
319,0.878294,0.859601,0.90045,0.897172,1.688
320,0.878294,0.855934,0.90045,0.897172,1.691
321,0.878765,0.86024,0.91201,0.897172,1.695
322,0.879692,0.864648,0.904303,0.902314,1.699
323,0.880013,0.858959,0.899165,0.902314,1.703
324,0.880013,0.86807,0.899165,0.902314,1.707
325,0.880122,0.86282,0.901734,0.915167,1.711
326,0.880541,0.857604,0.908799,0.915167,1.718
327,0.880541,0.864057,0.908799,0.915167,1.726
328,0.881379,0.859986,0.913295,0.920308,1.732
329,0.881379,0.862648,0.913295,0.920308,1.74
330,0.881379,0.863732,0.913295,0.920308,1.746
331,0.881379,0.856438,0.913295,0.920308,1.752
332,0.881379,0.86124,0.913295,0.920308,1.758
333,0.881379,0.861923,0.913295,0.920308,1.765
334,0.881379,0.860353,0.913295,0.920308,1.771
335,0.881993,0.861805,0.908157,0.917738,1.777
336,0.881993,0.859534,0.908157,0.917738,1.782
337,0.881993,0.860473,0.908157,0.917738,1.786
338,0.882008,0.859433,0.906872,0.922879,1.79
339,0.882008,0.854589,0.906872,0.922879,1.796
340,0.882303,0.860904,0.911368,0.922879,1.804
341,0.88231,0.859284,0.913295,0.933162,1.81
342,0.8824,0.864703,0.92036,0.922879,1.818
343,0.882519,0.855557,0.904945,0.92545,1.821
344,0.882965,0.856408,0.910084,0.930591,1.825
345,0.883642,0.861997,0.915222,0.951157,1.83
346,0.883642,0.861027,0.915222,0.951157,1.836
347,0.883642,0.855477,0.915222,0.951157,1.843
348,0.883642,0.863347,0.915222,0.951157,1.85
349,0.883642,0.855998,0.915222,0.951157,1.857
350,0.883642,0.858185,0.915222,0.951157,1.864
351,0.883642,0.859735,0.915222,0.951157,1.871
352,0.883642,0.862338,0.915222,0.951157,1.877
353,0.883642,0.858071,0.915222,0.951157,1.884
354,0.883642,0.854651,0.915222,0.951157,1.892
355,0.883642,0.85626,0.915222,0.951157,1.9
356,0.883642,0.86192,0.915222,0.951157,1.906
357,0.883668,0.860319,0.914579,0.920308,1.912
358,0.883668,0.867397,0.914579,0.920308,1.916
359,0.883691,0.860619,0.919717,0.92545,1.921
360,0.884019,0.858277,0.918433,0.943445,1.924
361,0.884019,0.855369,0.918433,0.943445,1.928
362,0.884019,0.861585,0.918433,0.943445,1.932
363,0.88412,0.861193,0.923571,0.938303,1.936
364,0.88412,0.859433,0.923571,0.938303,1.94
365,0.88412,0.862304,0.923571,0.938303,1.944
366,0.884553,0.858038,0.917791,0.930591,1.947
367,0.884553,0.863822,0.917791,0.930591,1.951
368,0.885217,0.86367,0.915864,0.917738,1.956
369,0.885217,0.859874,0.915864,0.917738,1.96
370,0.885217,0.863934,0.915864,0.917738,1.964
371,0.885217,0.863272,0.915864,0.917738,1.968
372,0.885217,0.857426,0.915864,0.917738,1.972
373,0.885217,0.857546,0.915864,0.917738,1.977
374,0.885217,0.860521,0.915864,0.917738,1.983
375,0.885217,0.860506,0.915864,0.917738,1.987
376,0.885748,0.853038,0.916506,0.920308,1.991
377,0.885748,0.861844,0.916506,0.920308,1.995
378,0.885748,0.867759,0.916506,0.920308,1.999
379,0.885748,0.865837,0.916506,0.920308,2.002
380,0.885748,0.860011,0.916506,0.920308,2.006
381,0.886215,0.864497,0.915864,0.928021,2.01
382,0.886214,0.861114,0.915864,0.928021,2.014
383,0.886214,0.866414,0.915864,0.928021,2.018
384,0.886689,0.861635,0.914579,0.92545,2.022
385,0.886987,0.861728,0.912653,0.933162,2.026
386,0.886987,0.866129,0.912653,0.933162,2.031
387,0.886987,0.862096,0.912653,0.933162,2.035
388,0.887501,0.864856,0.910084,0.930591,2.038
389,0.887501,0.860445,0.910084,0.930591,2.042
390,0.887501,0.865176,0.910084,0.930591,2.046
391,0.888124,0.863873,0.917791,0.935733,2.05
392,0.888278,0.861624,0.915222,0.928021,2.054
393,0.888278,0.869058,0.915222,0.928021,2.057
394,0.888278,0.862833,0.915222,0.928021,2.062
395,0.889331,0.861521,0.931278,0.943445,2.066
396,0.889331,0.865753,0.931278,0.943445,2.07
397,0.889331,0.861877,0.931278,0.943445,2.075
398,0.889331,0.861528,0.931278,0.943445,2.078
399,0.889331,0.869163,0.931278,0.943445,2.082
400,0.889624,0.860123,0.937058,0.948586,2.086
401,0.889624,0.8601,0.937058,0.948586,2.09
402,0.890146,0.860787,0.932563,0.938303,2.094
403,0.890146,0.864075,0.932563,0.938303,2.098
404,0.890146,0.861356,0.932563,0.938303,2.102
405,0.890146,0.861326,0.932563,0.938303,2.106
406,0.890365,0.864528,0.931278,0.946015,2.11
407,0.890514,0.861958,0.953757,0.958869,2.114
408,0.890599,0.86701,0.918433,0.943445,2.121
409,0.890599,0.862724,0.918433,0.943445,2.124
410,0.890599,0.859382,0.918433,0.943445,2.128
411,0.890599,0.857503,0.918433,0.943445,2.133
412,0.891329,0.860818,0.949904,0.966581,2.137
413,0.893443,0.868039,0.95183,0.966581,2.143
414,0.893443,0.868247,0.95183,0.966581,2.15
415,0.893443,0.86173,0.95183,0.966581,2.157
416,0.894636,0.867769,0.9544,0.976864,2.164
417,0.894636,0.86212,0.9544,0.976864,2.171
418,0.894636,0.864458,0.9544,0.976864,2.178
419,0.894636,0.868085,0.9544,0.976864,2.185
420,0.894802,0.862251,0.936416,0.96401,2.191
421,0.894802,0.856487,0.936416,0.96401,2.195
422,0.894802,0.855717,0.936416,0.96401,2.199
423,0.895323,0.867503,0.935774,0.976864,2.203
424,0.895323,0.859508,0.935774,0.976864,2.21
425,0.895323,0.866762,0.935774,0.976864,2.217
426,0.895323,0.869548,0.935774,0.976864,2.224
427,0.895323,0.86168,0.935774,0.976864,2.232
428,0.895323,0.858885,0.935774,0.976864,2.238
429,0.895483,0.871896,0.94605,0.966581,2.245
430,0.895483,0.862475,0.94605,0.966581,2.25
431,0.895704,0.86801,0.935132,0.953727,2.254
432,0.895717,0.86633,0.929994,0.96401,2.258
433,0.895993,0.866417,0.935132,0.96401,2.262
434,0.89613,0.869745,0.943481,0.96401,2.266
435,0.896699,0.864633,0.943481,0.96401,2.27
436,0.896699,0.867775,0.943481,0.96401,2.275
437,0.897659,0.865728,0.936416,0.96144,2.279
438,0.897659,0.866096,0.936416,0.96144,2.283
439,0.897659,0.868791,0.936416,0.96144,2.287
440,0.898132,0.857678,0.945408,0.979434,2.291
441,0.898132,0.867014,0.945408,0.979434,2.297
442,0.898132,0.862518,0.945408,0.979434,2.305
443,0.898132,0.864275,0.945408,0.979434,2.312
444,0.898132,0.870034,0.945408,0.979434,2.319
445,0.898132,0.867633,0.945408,0.979434,2.325
446,0.898132,0.865043,0.945408,0.979434,2.332
447,0.898132,0.866034,0.945408,0.979434,2.339
448,0.898132,0.866616,0.945408,0.979434,2.346
449,0.898308,0.872872,0.950546,0.96401,2.353
450,0.898308,0.864782,0.950546,0.96401,2.357
451,0.898308,0.866748,0.950546,0.96401,2.361
452,0.898308,0.861353,0.950546,0.96401,2.365
453,0.898456,0.86555,0.949261,0.979434,2.371
454,0.898456,0.869096,0.949261,0.979434,2.378
455,0.898793,0.865979,0.955684,0.96401,2.385
456,0.898835,0.862621,0.934489,0.953727,2.389
457,0.898835,0.868192,0.934489,0.953727,2.394
458,0.899069,0.874312,0.939628,0.958869,2.398
459,0.899489,0.867871,0.947977,0.96401,2.402
460,0.899489,0.863674,0.947977,0.96401,2.406
461,0.899489,0.865933,0.947977,0.96401,2.41
462,0.899489,0.860861,0.947977,0.96401,2.414
463,0.899489,0.866512,0.947977,0.96401,2.418
464,0.899489,0.869689,0.947977,0.96401,2.423
465,0.899766,0.871363,0.947335,0.979434,2.427
466,0.899766,0.8548,0.947335,0.979434,2.433
467,0.899766,0.858745,0.947335,0.979434,2.441
468,0.899766,0.862278,0.947335,0.979434,2.448
469,0.900034,0.866174,0.96018,0.982005,2.456
470,0.900034,0.869251,0.96018,0.982005,2.463
471,0.900034,0.865638,0.96018,0.982005,2.471
472,0.900034,0.865694,0.96018,0.982005,2.477
473,0.900034,0.863003,0.96018,0.982005,2.484
474,0.900034,0.865197,0.96018,0.982005,2.49
475,0.900034,0.86726,0.96018,0.982005,2.496
476,0.900349,0.876404,0.944766,0.971722,2.503
477,0.900349,0.868271,0.944766,0.971722,2.507
478,0.900349,0.871272,0.944766,0.971722,2.512
479,0.900349,0.858024,0.944766,0.971722,2.516
480,0.900349,0.864054,0.944766,0.971722,2.52
481,0.900673,0.866414,0.947977,0.96401,2.525
482,0.900821,0.86302,0.944123,0.940874,2.529
483,0.900821,0.876171,0.944123,0.940874,2.533
484,0.901713,0.86768,0.949904,0.982005,2.537
485,0.901712,0.868071,0.949904,0.982005,2.544
486,0.901712,0.860558,0.949904,0.982005,2.551
487,0.901712,0.867312,0.949904,0.982005,2.559
488,0.901712,0.868374,0.949904,0.982005,2.566
489,0.901712,0.871915,0.949904,0.982005,2.572
490,0.902142,0.867714,0.942839,0.966581,2.579
491,0.902142,0.867142,0.942839,0.966581,2.583
492,0.902142,0.866181,0.942839,0.966581,2.587
493,0.902142,0.862313,0.942839,0.966581,2.591
494,0.902142,0.864069,0.942839,0.966581,2.595
495,0.902519,0.871318,0.952473,0.969152,2.599
496,0.902748,0.872645,0.956969,0.982005,2.603
497,0.902873,0.866339,0.960822,0.982005,2.61
498,0.902873,0.870079,0.960822,0.982005,2.617
499,0.902873,0.866712,0.960822,0.982005,2.623
500,0.902873,0.865744,0.960822,0.982005,2.63
501,0.902873,0.868314,0.960822,0.982005,2.637
502,0.902873,0.869945,0.960822,0.982005,2.644
503,0.902873,0.869094,0.960822,0.982005,2.651
504,0.902873,0.864286,0.960822,0.982005,2.658
505,0.902873,0.862002,0.960822,0.982005,2.665
506,0.903139,0.871411,0.949261,0.951157,2.671
507,0.903139,0.866805,0.949261,0.951157,2.676
508,0.903139,0.866912,0.949261,0.951157,2.68
509,0.903139,0.86822,0.949261,0.951157,2.684
510,0.903139,0.862054,0.949261,0.951157,2.688
511,0.903139,0.875249,0.949261,0.951157,2.692
512,0.903139,0.861597,0.949261,0.951157,2.699
513,0.903139,0.869998,0.949261,0.951157,2.704
514,0.903139,0.862156,0.949261,0.951157,2.709
515,0.903139,0.865796,0.949261,0.951157,2.714
516,0.903139,0.869687,0.949261,0.951157,2.719
517,0.903139,0.865228,0.949261,0.951157,2.724
518,0.903417,0.861611,0.953115,0.969152,2.728
519,0.903417,0.871107,0.953115,0.969152,2.733
520,0.903417,0.864533,0.953115,0.969152,2.738
521,0.903417,0.864229,0.953115,0.969152,2.742
522,0.903767,0.86626,0.951188,0.982005,2.747
523,0.903767,0.873512,0.951188,0.982005,2.754
524,0.903767,0.869482,0.951188,0.982005,2.762
525,0.903767,0.863553,0.951188,0.982005,2.768
526,0.903767,0.868149,0.951188,0.982005,2.775
527,0.903767,0.865871,0.951188,0.982005,2.781
528,0.903767,0.873788,0.951188,0.982005,2.789
529,0.903767,0.865503,0.951188,0.982005,2.795
530,0.903767,0.871611,0.951188,0.982005,2.803
531,0.903767,0.870447,0.951188,0.982005,2.81
532,0.903767,0.859863,0.951188,0.982005,2.816
533,0.903767,0.867441,0.951188,0.982005,2.824
534,0.903767,0.865774,0.951188,0.982005,2.831
