generation,best_fitness,mean_fitness,train_accuracy,val_accuracy,elapsed_s
535,0.904028,0.86748,0.963391,0.982005,2.837
536,0.904028,0.863729,0.963391,0.982005,2.844
537,0.904028,0.87517,0.963391,0.982005,2.85
538,0.904028,0.869567,0.963391,0.982005,2.857
539,0.904028,0.862107,0.963391,0.982005,2.863
540,0.904028,0.866205,0.963391,0.982005,2.869
541,0.904028,0.866451,0.963391,0.982005,2.875
542,0.904028,0.862062,0.963391,0.982005,2.883
543,0.904028,0.87036,0.963391,0.982005,2.891
544,0.904028,0.867816,0.963391,0.982005,2.899
545,0.904028,0.864763,0.963391,0.982005,2.906
546,0.904066,0.873276,0.953115,0.969152,2.913
547,0.904066,0.863959,0.953115,0.969152,2.918
548,0.904066,0.868912,0.953115,0.969152,2.923
549,0.904066,0.866607,0.953115,0.969152,2.927
550,0.904066,0.86334,0.953115,0.969152,2.931
551,0.904066,0.861792,0.953115,0.969152,2.935
552,0.904066,0.873476,0.953115,0.969152,2.94
553,0.904066,0.862822,0.953115,0.969152,2.944
554,0.904066,0.865171,0.953115,0.969152,2.949
555,0.904066,0.868044,0.953115,0.969152,2.954
556,0.904066,0.862894,0.953115,0.969152,2.959
557,0.904565,0.866473,0.948619,0.974293,2.964
558,0.904565,0.866762,0.948619,0.974293,2.968
559,0.904565,0.857527,0.948619,0.974293,2.973
560,0.904565,0.868526,0.948619,0.974293,2.978
561,0.904565,0.862946,0.948619,0.974293,2.984
562,0.904565,0.865499,0.948619,0.974293,2.988
563,0.904565,0.869975,0.948619,0.974293,2.993
564,0.904565,0.86554,0.948619,0.974293,2.997
565,0.904565,0.871109,0.948619,0.974293,3.002
566,0.904565,0.86925,0.948619,0.974293,3.006
567,0.904565,0.864714,0.948619,0.974293,3.01
568,0.904565,0.864977,0.948619,0.974293,3.015
569,0.904565,0.863933,0.948619,0.974293,3.019
570,0.904565,0.868078,0.948619,0.974293,3.024
571,0.904565,0.873926,0.948619,0.974293,3.028
572,0.904565,0.865979,0.948619,0.974293,3.033
573,0.904631,0.876671,0.956969,0.982005,3.038
574,0.904631,0.86721,0.956969,0.982005,3.045
575,0.904977,0.873734,0.958895,0.971722,3.052
576,0.904977,0.862661,0.958895,0.971722,3.057
577,0.904977,0.863006,0.958895,0.971722,3.062
578,0.904977,0.862606,0.958895,0.971722,3.066
579,0.904977,0.866909,0.958895,0.971722,3.071
580,0.904977,0.872497,0.958895,0.971722,3.075
581,0.904977,0.864557,0.958895,0.971722,3.08
582,0.904977,0.869496,0.958895,0.971722,3.085
583,0.904977,0.875846,0.958895,0.971722,3.089
584,0.904977,0.87788,0.958895,0.971722,3.095
585,0.904977,0.863314,0.958895,0.971722,3.1
586,0.904977,0.855547,0.958895,0.971722,3.105
587,0.904977,0.865065,0.958895,0.971722,3.11
588,0.904977,0.867764,0.958895,0.971722,3.115
589,0.904977,0.869108,0.958895,0.971722,3.12
590,0.904977,0.869715,0.958895,0.971722,3.126
591,0.904977,0.864559,0.958895,0.971722,3.13
592,0.904977,0.864053,0.958895,0.971722,3.135
593,0.904977,0.864263,0.958895,0.971722,3.14
594,0.904977,0.873882,0.958895,0.971722,3.145
595,0.904977,0.86321,0.958895,0.971722,3.15
596,0.904977,0.868682,0.958895,0.971722,3.155
597,0.904977,0.862082,0.958895,0.971722,3.159
598,0.904977,0.860398,0.958895,0.971722,3.164
599,0.904977,0.874863,0.958895,0.971722,3.169
600,0.905334,0.871805,0.944123,0.966581,3.173
601,0.905334,0.866417,0.944123,0.966581,3.178
602,0.905334,0.873749,0.944123,0.966581,3.182
603,0.905334,0.865976,0.944123,0.966581,3.187
604,0.905334,0.862077,0.944123,0.966581,3.193
605,0.905334,0.869989,0.944123,0.966581,3.198
606,0.905334,0.864592,0.944123,0.966581,3.203
607,0.905334,0.871139,0.944123,0.966581,3.208
608,0.905608,0.868826,0.947335,0.96401,3.213
609,0.905608,0.870667,0.947335,0.96401,3.218
610,0.905608,0.870387,0.947335,0.96401,3.223
611,0.905608,0.867871,0.947335,0.96401,3.228
612,0.905608,0.864212,0.947335,0.96401,3.233
613,0.905608,0.867888,0.947335,0.96401,3.237
614,0.905608,0.86135,0.947335,0.96401,3.242
615,0.905608,0.866352,0.947335,0.96401,3.246
616,0.90577,0.8691,0.949261,0.974293,3.252
617,0.90577,0.867563,0.949261,0.974293,3.257
618,0.90577,0.865339,0.949261,0.974293,3.263
619,0.90577,0.865912,0.949261,0.974293,3.267
620,0.90577,0.874159,0.949261,0.974293,3.273
621,0.90577,0.867144,0.949261,0.974293,3.277
622,0.905872,0.870178,0.966602,0.979434,3.282
623,0.906307,0.865707,0.952473,0.948586,3.287
624,0.906307,0.865188,0.952473,0.948586,3.291
625,0.906307,0.875863,0.952473,0.948586,3.296
626,0.906307,0.865674,0.952473,0.948586,3.301
627,0.907293,0.866699,0.964676,0.96401,3.305
628,0.907539,0.866239,0.963391,0.979434,3.31
629,0.907539,0.870849,0.963391,0.979434,3.318
630,0.907539,0.861501,0.963391,0.979434,3.324
631,0.907539,0.866223,0.963391,0.979434,3.329
632,0.907539,0.867647,0.963391,0.979434,3.333
633,0.907539,0.866833,0.963391,0.979434,3.338
634,0.907539,0.872373,0.963391,0.979434,3.343
635,0.907539,0.871596,0.963391,0.979434,3.348
636,0.907539,0.863173,0.963391,0.979434,3.353
637,0.907983,0.864101,0.965318,0.956298,3.358
638,0.907983,0.873226,0.965318,0.956298,3.363
639,0.907983,0.873377,0.965318,0.956298,3.367
640,0.907983,0.870338,0.965318,0.956298,3.372
641,0.907983,0.872496,0.965318,0.956298,3.378
642,0.907983,0.872798,0.965318,0.956298,3.384
643,0.907983,0.869383,0.965318,0.956298,3.39
644,0.908845,0.874528,0.966602,0.969152,3.395
645,0.908845,0.864001,0.966602,0.969152,3.4
646,0.908845,0.870567,0.966602,0.969152,3.405
647,0.908845,0.868969,0.966602,0.969152,3.411
648,0.908845,0.864107,0.966602,0.969152,3.415
649,0.908845,0.870461,0.966602,0.969152,3.421
650,0.908845,0.871655,0.966602,0.969152,3.426
651,0.908845,0.869443,0.966602,0.969152,3.431
652,0.908845,0.868343,0.966602,0.969152,3.436
653,0.908845,0.868391,0.966602,0.969152,3.441
654,0.908845,0.875084,0.966602,0.969152,3.446
655,0.908845,0.866346,0.966602,0.969152,3.451
656,0.909089,0.877765,0.953115,0.974293,3.457
657,0.909089,0.874076,0.953115,0.974293,3.462
658,0.909089,0.869319,0.953115,0.974293,3.466
659,0.909089,0.876128,0.953115,0.974293,3.472
660,0.909089,0.875059,0.953115,0.974293,3.477
661,0.909089,0.869702,0.953115,0.974293,3.482
662,0.909089,0.863124,0.953115,0.974293,3.487
663,0.909089,0.869432,0.953115,0.974293,3.493
664,0.909109,0.877809,0.948619,0.956298,3.499
665,0.909109,0.872024,0.948619,0.956298,3.504
666,0.909109,0.873959,0.948619,0.956298,3.51
667,0.909109,0.866878,0.948619,0.956298,3.516
668,0.909738,0.872921,0.962749,0.982005,3.521
669,0.909738,0.868805,0.962749,0.982005,3.528
670,0.909738,0.882102,0.962749,0.982005,3.536
671,0.909738,0.868109,0.962749,0.982005,3.544
672,0.909738,0.870802,0.962749,0.982005,3.552
673,0.910311,0.874497,0.959538,0.982005,3.561
674,0.910311,0.874268,0.959538,0.982005,3.569
675,0.910311,0.874344,0.959538,0.982005,3.577
676,0.910311,0.879948,0.959538,0.982005,3.585
677,0.910311,0.875463,0.959538,0.982005,3.593
678,0.910311,0.871321,0.959538,0.982005,3.602
679,0.910311,0.870502,0.959538,0.982005,3.61
680,0.910311,0.866679,0.959538,0.982005,3.618
681,0.910311,0.875083,0.959538,0.982005,3.626
682,0.910311,0.871401,0.959538,0.982005,3.635
683,0.910311,0.872337,0.959538,0.982005,3.643
684,0.910311,0.873528,0.959538,0.982005,3.65
685,0.910311,0.862519,0.959538,0.982005,3.658
686,0.910311,0.87197,0.959538,0.982005,3.665
687,0.910311,0.869147,0.959538,0.982005,3.673
688,0.910311,0.870069,0.959538,0.982005,3.681
689,0.910311,0.880285,0.959538,0.982005,3.688
690,0.910972,0.870955,0.964033,0.956298,3.697
691,0.910972,0.878529,0.964033,0.956298,3.702
692,0.910972,0.871788,0.964033,0.956298,3.707
693,0.910972,0.875124,0.964033,0.956298,3.712
694,0.910972,0.872601,0.964033,0.956298,3.717
695,0.910972,0.874729,0.964033,0.956298,3.723
696,0.911491,0.865498,0.965318,0.979434,3.728
697,0.911491,0.871193,0.965318,0.979434,3.733
698,0.911491,0.867628,0.965318,0.979434,3.739
699,0.911491,0.86501,0.965318,0.979434,3.744
700,0.911491,0.87038,0.965318,0.979434,3.749
701,0.911491,0.874273,0.965318,0.979434,3.755
702,0.911733,0.875312,0.964033,0.982005,3.76
703,0.911733,0.867827,0.964033,0.982005,3.768
704,0.911733,0.879252,0.964033,0.982005,3.776
705,0.911733,0.871712,0.964033,0.982005,3.783
706,0.911733,0.871029,0.964033,0.982005,3.79
707,0.911733,0.875349,0.964033,0.982005,3.798
708,0.911733,0.86571,0.964033,0.982005,3.806
709,0.911733,0.870818,0.964033,0.982005,3.814
710,0.911733,0.873767,0.964033,0.982005,3.822
711,0.911733,0.874176,0.964033,0.982005,3.83
712,0.911733,0.874173,0.964033,0.982005,3.838
713,0.911733,0.873637,0.964033,0.982005,3.846
714,0.911733,0.869135,0.964033,0.982005,3.854
715,0.911733,0.861481,0.964033,0.982005,3.862
716,0.911733,0.870329,0.964033,0.982005,3.87
717,0.911733,0.876369,0.964033,0.982005,3.878
718,0.911733,0.871459,0.964033,0.982005,3.885
719,0.911733,0.872843,0.964033,0.982005,3.895
